ES_Count_dO,ES_Sum_aaN,ES_Sum_dO,Num_AliphaticDoubleBonds,LogD,QED_HBD,ALogP98,QED_HBA,Molecular_Solubility,QED_ALERTS,ES_Count_dssC,QED_AROM,ES_Sum_sF,ES_Sum_sCH3,ES_Sum_ssNH,Num_H_Donors,O_Count,ES_Sum_ssO,ES_Sum_aaaC,Num_AromaticBonds,SAscore_Complexity,ES_Count_ddssS,ES_Sum_dsN,ES_Count_sOH,QED_PSA,HBD_Count,HBA_Count,Num_H_Acceptors,ES_Count_ssNH,ES_Count_dsN,Num_StereoBonds,ES_Count_aaN,Molecular_PolarSASA,ES_Sum_ddssS,ES_Count_ssS,ES_Sum_sNH2,QED_ROTB,ES_Sum_dssC,ES_Count_sCH3,S_Count,Num_H_Acceptors_Lipinski,ES_Sum_aasC,Molecular_FractionalPolarSurfaceArea,Molecular_FractionalPolarSASA,ES_Sum_ssssC,Apol,Molecular_PolarSurfaceArea,lnROS,quality
0,8.108,0,1,-0.083,0.79222,-0.768,0.93048,0.253,0.02659,1,0.82734,0,1.726,2.917,2,0,0,0,5,0.0279659,0,0,0,0.99989,1,1,2,1,0,0,2,109.091,0,0,0,0.84757,0.5,1,0,4,0,0.208,0.276,0,6327.72,53.7,1.748188027,1
0,0,0,1,1.931,0.79222,1.191,0.9848,-0.399,0.02659,1,0.82734,13.217,3.176,2.659,2,0,0,0,6,0.0372253,0,0,0,0.9792,1,0,3,1,0,0,0,116.201,0,0,0,0.99269,0.213,2,0,4,-0.191,0.219,0.287,0,6943.88,62.91,1.838849091,1
0,0,0,1,5.09,0.59178,4.565,0.9848,-6.033,0.63972,1,0.82734,13.585,0,0,0,0,0,0,6,0.0436704,0,0,0,0.8237,0,0,3,0,0,0,0,130.854,0,2,0,0.96969,0.842,0,3,1,0.754,0.28,0.264,0,14093.3,85.93,3.824873973,1
0,0,0,1,4.473,0.59178,3.949,0.72615,-5.795,0.63972,1,0.82734,0,0,0,0,2,10.935,0,6,0.169211,0,0,0,0.64174,0,2,5,0,0,0,0,142.916,0,2,0,0.96969,0.968,0,3,3,3.748,0.306,0.262,0,15604.5,104.39,3.093246531,1
1,0,11.498,2,3.944,0.59178,3.419,0.72615,-5.776,0.24139,2,0.82734,0,3.228,0,0,2,5.372,0,6,0.0536867,0,0,0,0.55989,0,2,5,0,0,0,0,163.724,0,2,0,0.6885,1.004,2,3,3,2.542,0.315,0.299,0,14876.2,112.23,4.260083319,1
1,0,10.727,2,2.219,0.59178,1.694,0.88651,-3.285,0.63972,2,0.47245,0,1.598,0,0,1,0,0,0,0.0279659,0,0,0,0.65621,0,1,4,0,0,0,0,157.694,0,2,0,0.96969,1.078,1,3,2,0,0.415,0.383,0,10135.4,103,2.943741766,1
2,0,23.809,2,2.954,0.98659,2.95,0.9848,-4.829,0.63972,0,0.82734,0,6.307,2.575,1,2,0,0,6,0.0436704,1,0,0,0.87512,1,2,3,1,0,0,0,126.596,-3.417,1,0,0.6885,0,3,2,3,0.768,0.249,0.256,0.144,13132.3,79.85,4.774816124,2
0,0,0,0,2.873,0.59178,3.338,0.02838,-4.539,0.63972,0,0.82734,0,0,0,0,0,0,0,5,0.0114065,0,0,0,0.78744,0,0,0,0,0,0,0,59.466,0,0,0,0.39503,0,0,1,0,2.726,0.185,0.18,0,4226.56,28.24,2.096910013,1
2,0,24.492,2,4.684,0.59178,4.684,0.88651,-5.079,0.24139,0,0.93773,13.836,4.931,0,0,3,5.059,0,12,0.0536867,1,0,0,0.89669,0,1,4,0,0,0,0,117.539,-4.05,1,0,0.96969,0,3,2,3,0.98,0.241,0.229,0,13959.4,77.05,3.884653785,1
2,0,25.05,2,4.267,0.98659,4.141,0.88651,-5.441,0.63972,0,0.93773,13.693,4.443,2.337,1,2,0,0,12,0.0640688,1,0,0,0.86117,1,2,4,1,0,0,0,133.601,-3.951,0,0,0.96969,0,3,1,5,0.64,0.226,0.243,0,14217.4,81.57,3.292145268,1
1,0,11.533,2,3.05,0.98659,3.051,0.93048,-5.266,0.24139,1,0.82734,0,6.526,2.878,1,1,0,0,6,0.0436704,0,0,0,0.99956,1,1,2,1,0,1,0,87.1346,0,1,0,0.6885,-0.034,3,1,2,1.038,0.173,0.177,0.254,11529.9,54.4,4.582960584,1
0,0,0,1,-0.328,0.79222,-0.307,0.72615,-0.603,0.02659,1,0.47245,0,0,0,2,1,0,0,0,0.022113,0,2.928,1,0.81272,1,1,5,0,1,1,0,137.557,0,1,5.355,0.87038,0.302,0,1,4,0,0.45,0.379,0,6496.14,87.15,2.719745493,1
1,0,11.52,1,2.536,0.98659,2.309,0.93048,-4.246,0.63972,1,0.82734,0,6.537,2.908,1,1,0,0,5,0.0340808,0,0,0,0.85225,1,1,2,1,0,0,0,129.949,0,1,0,0.84757,0.041,3,2,2,0.787,0.295,0.293,0.271,10532.6,82.64,4.154834639,1
1,0,11.468,1,2.465,0.98659,2.465,0.93048,-3.779,0.63972,1,0.47245,0,12.34,2.935,1,1,0,0,0,0.030993,0,0,0,0.99956,1,1,2,1,0,0,0,87.1346,0,1,0,0.84757,0.131,6,1,2,0,0.183,0.206,0.012,8359.04,54.4,3.341434525,1
4,0,45.942,4,0.683,0.98659,1.04,0.72615,-2.511,0.63972,2,0.82734,0,1.8,2.15,1,5,4.493,0,6,0.0436704,1,0,0,0.67528,1,3,5,1,0,0,0,152.873,-4.182,0,0,0.99269,-1.647,1,1,7,0.754,0.413,0.36,0,10474.8,101.16,4.008961933,1
0,0,0,0,3.53,0.59178,3.53,0.9848,-4.58,0.84246,0,0.82734,0,0,0,0,0,0,0,6,0.155947,0,0,0,0.99986,0,0,3,0,0,0,0,80.7696,0,1,0,0.87038,0,0,1,2,1.884,0.188,0.177,0,11480.2,52.33,4.470814605,1
0,8.135,0,0,1.765,0.59178,2.141,0.52457,-2.605,0.63972,0,0.82734,0,0,0,0,0,0,0,5,0.0279659,0,0,0,0.22061,0,2,6,0,0,0,2,225.904,0,2,0,0.96969,0,0,3,4,1.397,0.647,0.576,0,8007.72,152.19,2.741545517,1
0,0,0,0,4.291,0.98659,4.292,0.93048,-5.529,0.84246,0,0.93773,13.367,0,3.072,1,0,0,0,12,0.0469652,0,0,0,0.90506,1,0,2,1,0,0,0,72.1751,0,0,0,0.96969,0,0,0,2,1.911,0.13,0.153,0,10851.5,35.82,4.532881719,1
2,9.008,23.336,2,4.918,0.59178,5.294,0.19128,-7.547,0.24139,2,0.25672,0,6.326,0,0,4,10.818,0,17,0.0894773,0,0,0,0.19267,0,6,8,0,0,0,2,210.771,0,2,0,0.21184,0.038,4,3,6,6.168,0.323,0.298,0,20591.4,157.21,3.43964843,1
1,0,11.511,2,0.772,0.98659,1.073,0.52457,-2.818,0.02659,2,0.82734,0,0,0,1,2,4.792,0,5,0.0436704,0,3.677,0,0.46624,1,3,6,0,1,1,0,177.74,0,1,5.733,0.84757,-0.117,0,2,5,0.528,0.422,0.363,0,11690.1,121.46,3.695612996,1
2,0,22.853,2,3.475,0.98659,3.424,0.9848,-4.724,0.84246,0,0.93773,0,0,0,1,3,5.472,0,12,0.0469652,1,0,0,0.89128,1,3,3,0,0,0,0,141.514,-3.869,0,5.111,0.99269,0,0,1,4,1.019,0.281,0.3,0,14086.9,77.77,4.0676473,1
0,0,0,1,1.824,0.98659,2.352,0.72615,-3.861,0.08169,1,0.82734,13.492,0,0,1,1,5.091,0,6,0.0503047,0,3.816,0,0.90339,1,2,5,0,1,1,0,108.086,0,1,5.794,0.84757,0.393,0,1,4,0.214,0.239,0.206,0,12448,76.14,3.019946682,1
0,8.78,0,0,3.06,0.79222,3.26,0.72615,-4.98,0.63972,0,0.93773,0,8.147,0,2,2,0,0,11,0.0536867,0,0,2,0.48286,2,2,5,0,0,0,2,187.477,0,1,0,0.84757,0,4,2,4,4.106,0.333,0.357,0.05,13602.1,119.78,1.685741739,1
2,0,22.812,3,3.779,0.98659,4.396,0.72615,-6.422,0.08169,3,0.93773,0,2.551,2.679,1,3,5.756,0,12,0.0640688,0,3.865,0,0.9566,1,4,5,1,1,1,0,100.638,0,0,0,0.6885,-1.016,2,0,5,2.169,0.193,0.179,0,15662.3,67.76,3.286344176,1
0,4.36,0,1,2.604,0.37866,2.796,0.93048,-2.407,0.24139,1,0.82734,0,6.262,2.676,3,0,0,0,5,0.0340808,0,0,0,0.65601,2,1,2,1,0,0,1,190.211,0,0,5.216,0.99269,-0.091,3,1,4,2.606,0.333,0.446,-0.008,7942.34,103.02,4.529930583,1
0,7.646,0,0,2.018,0.98659,2.769,0.52457,-3.178,0.63972,0,0.93773,13.519,0,0,1,2,10.583,0,11,0.16249,0,0,0,0.44348,1,4,6,0,0,0,2,181.067,0,1,5.512,0.99269,0,0,2,5,3.115,0.447,0.384,0,11905.8,123.8,4.129077324,1
0,4.51,0,0,3.568,0.98659,3.806,0.88651,-4.415,0.63972,0,0.25672,13.704,0,0,1,2,10.718,1.923,16,0.240211,0,0,0,0.92885,1,3,4,0,0,0,1,92.8159,0,1,0,0.99269,0,0,1,4,2.852,0.245,0.184,0,13070,72.44,4.830428264,2
0,4.584,0,0,4.374,0.59178,4.704,0.88651,-5.665,0.63972,0,0.25672,13.714,0,0,0,2,10.74,2.163,16,0.240211,0,0,0,0.8329,0,3,4,0,0,0,1,114.31,0,1,0,0.99269,0,0,2,3,3.092,0.278,0.221,0,14321.8,84.89,2.264817823,1
0,9.989,0,0,3.243,0.59178,3.209,0.72615,-4.457,0.24139,0,0.93773,51.476,0.982,0,0,2,10.411,0,11,0.176095,0,0,0,0.91524,0,4,5,0,0,0,3,99.9464,0,1,0,0.96969,0,1,1,5,-0.451,0.229,0.195,-4.682,11440,74.47,2.797267541,1
2,0,22.376,2,1.156,0.59178,1.156,0.88651,-1.945,0.84246,0,0.82734,13.224,1.1,0,0,4,10.199,0,6,0.15275,1,0,0,0.98618,0,4,4,0,0,0,0,95.0132,-3.215,0,0,0.87038,0,1,1,4,0.843,0.261,0.232,0,9108.98,60.98,3.848773943,1
4,4.459,43.657,2,4.563,0.59178,4.756,0.52457,-6.165,0.24139,0,0.93773,0,6.097,0,0,4,0,0,11,0.0571093,0,0,0,0.18826,0,1,6,0,0,0,1,248.21,0,1,0,0.84757,0,3,2,7,1.328,0.451,0.502,-0.101,13734.2,158.06,2.534026106,1
2,7.904,25.847,3,3.932,0.59178,4.008,0.88651,-6.419,0.63972,1,0.93773,78.436,3.074,0,0,2,0,0,11,0.0820652,1,3.904,0,0.90484,0,4,4,0,1,1,2,115.719,-4.83,0,0,0.84757,-0.443,2,1,6,-3.959,0.189,0.197,-10.359,13900.9,75.94,3.987643924,1
4,0,42.946,3,3.225,0.59178,3.225,0.33223,-4.141,0.24139,1,0.82734,0,0,0,0,4,0,0,6,0.0436704,0,4.175,0,0.20683,0,1,7,0,1,1,0,228.917,0,2,0,0.96969,0.756,0,2,7,-0.171,0.578,0.532,0,11366.6,154.59,1.648360011,1
2,8.734,21.1,1,2.508,0.59178,2.382,0.88651,-3.394,0.24139,0,0.93773,0,5.525,0,0,2,0,0,11,0.0436704,0,0,0,0.9612,0,1,4,0,0,0,2,113.208,0,0,0,0.99269,0,3,0,6,2.168,0.246,0.261,0,9690.62,66.88,2.084576278,1
2,0,24.942,2,3.893,0.79222,4.154,0.88651,-5.65,0.63972,2,0.93773,0,11.169,0,2,2,0,1.505,9,0.172634,0,0,0,0.28322,2,2,4,0,0,0,0,261.022,0,0,12.329,0.96969,0.002,6,2,4,1.883,0.371,0.504,-1.001,14160.2,142.66,3.109578547,1
1,0,11.823,2,1.255,0.98659,2.55,0.9848,-5.161,0.24139,2,0.82734,37.822,3.198,2.19,1,1,0,0,6,0.0536867,0,0,0,0.99776,1,1,3,1,0,1,0,94.1395,0,0,0,0.96969,-1.097,2,0,4,-1.216,0.173,0.197,-4.554,10352.3,56.13,4.968368523,2
1,0,11.709,2,0.518,0.98659,1.814,0.9848,-3.797,0.24139,2,0.82734,12.917,3.387,2.458,1,1,0,0,6,0.0436704,0,0,0,0.99776,1,1,3,1,0,1,0,94.1395,0,0,0,0.99269,-0.631,2,0,4,-0.34,0.196,0.211,0,9710.58,56.13,3.972619339,1
3,0,35.842,3,2.889,0.98659,2.563,0.88651,-4.289,0.63972,1,0.93773,0,1.235,2.356,1,4,4.59,0,11,0.0503047,1,0,0,0.59272,1,4,4,1,0,0,0,173.724,-3.774,0,0,0.84757,-0.589,1,2,5,0.889,0.365,0.35,0,14419.8,109.08,3.533644979,1
1,4.036,12.622,1,3.78,0.59178,3.78,0.93048,-5.16,0.63972,1,0.25672,0,1.759,0,0,2,0,0,17,0.0503047,0,0,0,0.97142,0,3,2,0,0,0,1,74.4549,0,0,0,0.99269,-0.067,1,0,3,3.177,0.161,0.16,0,11965.5,43.1,4.579011466,1
1,0,11.628,1,3.56,0.98659,3.333,0.23327,-4.981,0.84246,1,0.93773,0,0,2.886,1,1,0,0,11,0.0404228,0,0,0,0.99573,1,1,1,1,0,0,0,101.393,0,0,0,0.96969,-0.006,0,1,2,2.651,0.221,0.22,0,12168.9,57.34,4.676890141,2
3,3.911,37.696,4,4.153,0.79222,4.695,0.33223,-7.743,0.08169,2,0.25672,0,3.164,4.926,2,4,0,0,17,0.0894773,1,3.726,0,0.25087,2,6,7,2,1,1,1,208.677,-3.957,1,0,0.53315,-0.674,2,2,8,1.44,0.325,0.3,0,21466.5,147.34,3.431604972,1
0,20.067,0,0,4.419,0.98659,5.17,0.52457,-6.145,0.63972,0,0.03452,27.522,0,0,1,0,0,0,22,0.0747707,0,0,0,0.33414,1,4,6,0,0,0,5,211.682,0,1,5.604,0.84757,0,0,2,6,1.04,0.366,0.352,0,16636.9,136.05,3.524071416,1
2,4.185,24.092,2,3.757,0.98659,4.197,0.72615,-4.666,0.24139,2,0.82734,0,11.223,0,1,2,0,0,5,0.0503047,0,0,0,0.41705,1,3,5,0,0,0,1,208.458,0,1,5.811,0.6885,0.14,6,2,4,1.427,0.339,0.413,-0.844,12732.1,126.59,4.453295401,1
1,0,12.209,1,3.625,0.59178,3.625,0.93048,-4.202,0.84246,1,0.82734,0,7.782,0,0,1,0,0,6,0.15275,0,0,0,0.95565,0,1,2,0,0,0,0,83.927,0,0,0,0.39503,0.177,4,0,2,4.41,0.161,0.216,-0.355,7859.3,40.86,4.733630541,2
2,0,21.829,2,0.759,0.98659,0.531,0.9848,-2.075,0.63972,2,0.82734,0,2.692,2.539,1,3,4.536,0,5,0.0279659,0,0,0,0.84374,1,3,3,1,0,0,0,134.262,0,0,0,0.99269,-0.637,2,1,4,0.918,0.4,0.362,0,8106.72,83.64,3.895173833,1
1,11.473,12.96,1,3.924,0.98659,3.924,0.88651,-5.761,0.63972,1,0.25672,0,4.459,0,1,3,0,0,16,0.0640688,0,0,1,0.86462,1,4,4,0,0,0,3,138.408,0,0,0,0.99269,-0.519,3,0,6,1.46,0.231,0.256,0,15104.5,81.15,4.386837708,1
1,3.956,12.679,1,4.65,0.59178,4.65,0.93048,-6.179,0.63972,1,0.25672,13.009,1.656,0,0,2,0,0,17,0.0571093,0,0,0,0.97142,0,3,2,0,0,0,1,74.4549,0,0,0,0.99269,-0.284,1,0,3,2.169,0.144,0.15,0,13521.4,43.1,4.196963338,1
2,0,22.783,3,1.491,0.98659,1.263,0.52457,-3.41,0.08169,3,0.82734,0,2.926,2.723,1,4,9.313,0,5,0.0469652,0,0,0,0.5143,1,4,6,1,0,1,0,180.73,0,0,0,0.53315,-1.378,2,1,6,0.827,0.39,0.379,0,10235.6,116.66,2.913548958,1
1,4.381,11.325,1,2.514,0.59178,2.287,0.93048,-2.981,0.63972,1,0.93773,0,1.362,0,0,2,4.651,0,10,0.030993,0,0,0,0.99074,0,2,2,0,0,0,1,106.562,0,0,0,0.99269,-0.351,1,1,3,1.134,0.281,0.272,0,9167.62,59.47,4.242926359,1
2,0,23.764,2,4.402,0.59178,4.402,0.9848,-5.74,0.08169,2,0.93773,0,7.792,0,0,3,5.358,0,12,0.0571093,0,0,0,0.97306,0,3,3,0,0,0,0,76.3604,0,0,0,0.84757,-0.597,4,0,3,2.307,0.129,0.151,0.031,12752.1,43.37,3.348596891,1
0,4.041,0,0,3.589,0.98659,3.589,0.93048,-5.264,0.84246,0,0.25672,13.003,1.751,0,1,2,0,0,17,0.169211,0,0,1,0.98731,1,2,2,0,0,0,1,83.1173,0,0,0,0.99269,0,1,0,3,2.88,0.164,0.173,0,11920.4,46.26,4.352867198,1
1,4.754,11.534,1,1.564,0.79222,1.233,0.93048,-3.525,0.08169,1,0.93773,0,3.795,2.126,2,1,0,0,10,0.0372253,0,0,0,0.80228,2,1,2,1,0,0,1,168.15,0,0,5.131,0.87038,-0.315,2,1,4,2.849,0.357,0.39,0,10202.6,88.29,2.330413773,1
2,4.345,22.296,1,4,0.59178,4.001,0.93048,-4.805,0.24139,0,0.93773,0,6.067,0,0,2,0,0,11,0.0436704,0,0,0,0.99864,0,0,2,0,0,0,1,103.858,0,0,0,0.99269,0,3,0,4,1.295,0.181,0.239,-0.126,10078.3,50.75,4.080662556,1
4,0,44.055,3,2.415,0.59178,2.416,0.72615,-4.131,0.00855,2,0.93773,0,1.337,0,0,6,5.009,0,11,0.0503047,0,0,0,0.66327,0,4,5,0,0,0,0,166.08,0,0,0,0.84757,-1.176,1,0,7,-0.558,0.378,0.378,0,10729.6,102.32,1.740362689,1
2,0,23.67,2,4.056,0.59178,4.056,0.93048,-5.088,0.63972,2,0.93773,25.482,0,0,0,2,0,0,12,0.0536867,0,0,0,0.88329,0,2,2,0,0,0,0,70.3297,0,0,0,0.6885,-0.247,0,0,2,0.09,0.118,0.143,0,11509.2,34.14,4.488402636,1
1,0,11.463,1,3.215,0.59178,2.987,0.93048,-3.327,0.24139,1,0.93773,0,0,0,0,2,5.13,0,11,0.030993,0,0,0,0.99946,0,2,2,0,0,0,0,92.3359,0,0,0,0.99269,-0.3,0,1,2,1.194,0.275,0.241,0,9562.24,54.54,4.112672017,1
1,3.77,12.424,1,4.678,0.59178,4.678,0.9848,-5.815,0.24139,1,0.25672,14.097,1.548,0,0,3,5.276,0,17,0.0605705,0,0,0,0.99986,0,4,3,0,0,0,1,80.4857,0,0,0,0.96969,-0.691,1,0,4,0.189,0.168,0.157,0,13866.2,52.33,4.092808337,1
3,4.387,36.769,3,3.733,0.79222,3.505,0.9848,-6.24,0.63972,1,0.25672,0,0,4.187,2,3,0,0,16,0.0676025,1,0,0,0.51267,2,3,3,2,0,0,1,197.006,-4,0,0,0.84757,-0.63,0,2,6,0.852,0.326,0.333,0,18461.5,116.82,3.384622188,1
2,0,23.163,2,4.33,0.59178,4.33,0.9848,-5.497,0.08169,2,0.93773,0,1.462,0,0,3,5.177,0,12,0.0503047,0,0,0,0.97306,0,3,3,0,0,0,0,76.3604,0,0,0,0.96969,-0.701,1,0,3,1.425,0.15,0.16,0,13682.3,43.37,4.830970193,2
2,0,23.622,2,3.6,0.59178,3.6,0.93048,-4.726,0.63972,2,0.93773,25.444,0,0,0,2,0,0,12,0.0503047,0,0,0,0.88329,0,2,2,0,0,0,0,70.3297,0,0,0,0.84757,-0.444,0,0,2,-0.079,0.125,0.151,0,10996,34.14,3.836608909,1
1,0,11.62,1,2.849,0.98659,2.849,0.88651,-3.875,0.84246,1,0.82734,0,4.011,2.709,1,2,5.343,0,6,0.0404228,0,0,0,0.79635,1,2,4,1,0,0,0,121.722,0,2,0,0.53315,-0.385,2,2,3,0.754,0.303,0.252,0,11705.3,88.93,4.515231195,1
1,8.8,12.859,1,5.592,0.59178,5.365,0.9848,-8.261,0.63972,1,0.03452,14.356,5.378,0,0,3,5.524,0,21,0.0857571,0,0,0,0.82752,0,4,3,0,0,0,2,137.526,0,0,0,0.6885,-0.678,3,1,5,2.973,0.198,0.209,0,18724.6,85.5,2.174641193,1
1,0,12.891,1,4.834,0.98659,4.834,0.23327,-5.835,0.84246,1,0.82734,0,0,3.072,1,1,0,0,6,0.321926,0,0,0,0.80321,1,1,1,1,0,0,0,58.5778,0,0,0,0.87038,0.18,0,0,2,1.833,0.1,0.12,-0.136,13117.7,29.1,3.073535065,1
1,0,12.968,1,2.567,0.59178,2.567,0.93048,-3.225,0.84246,1,0.47245,0,0,0,0,1,0,0,0,0.31191,0,0,0,0.98462,0,1,2,0,0,0,0,67.1724,0,1,0,0.63709,0.543,0,1,2,0,0.174,0.15,0.094,9849.04,45.61,3.331224781,1
1,0,12.808,1,4.498,0.98659,4.498,0.23327,-5.903,0.84246,1,0.82734,0,0,3.23,1,1,0,0,6,0.325349,0,0,0,0.80321,1,1,1,1,0,0,0,58.5778,0,0,0,0.96969,0.333,0,0,2,1.996,0.095,0.113,-0.02,12652.6,29.1,4.18235758,1
1,0,12.507,1,1.86,0.98659,1.86,0.93048,-3.383,0.63972,1,0.47245,0,1.709,3.155,1,2,5.021,0,0,0.31191,0,0,0,0.93296,1,2,2,1,0,0,0,64.6086,0,0,0,0.84757,0.345,1,0,3,0,0.143,0.141,0.015,8649.6,38.33,3.476034159,1
0,0,0,0,4.246,0.98659,4.246,0.23327,-5.12,0.63972,0,0.82734,0,10.585,0,1,1,0,0,6,0.0340808,0,0,1,0.61872,1,0,1,0,0,0,0,52.1529,0,0,0,0.87038,0,5,0,1,7.498,0.078,0.124,0,7447.84,20.23,4.859645579,2
1,0,11.095,2,2.077,0.98659,2.779,0.9848,-3.379,0.63972,3,0.82734,13.549,1.493,0,1,3,4.846,0,6,0.15275,0,0,1,0.98835,1,2,3,0,0,1,0,85.0228,0,0,0,0.63709,-1.081,1,0,3,-0.343,0.21,0.221,0,9463.24,46.53,1.484299839,1
3,0,35.114,3,4.696,0.98659,4.814,0.52457,-5.947,0.63972,3,0.93773,0,1.209,2.168,1,5,10.098,0,12,0.0711702,0,0,0,0.61447,1,5,6,1,0,0,0,152.874,0,1,0,0.53315,-1.925,1,1,6,1.368,0.278,0.256,0,17626,107,4.900681127,2
0,8.72,0,0,4.19,0.59178,4.19,0.93048,-6.333,0.84246,0,0.93773,0,3.805,0,0,0,0,0,11,0.0503047,0,0,0,0.96137,0,1,2,0,0,0,2,85.5391,0,0,0,0.96969,0,2,0,3,4.828,0.13,0.167,0,12169.8,41.61,4.62697133,1
3,0,35.73,4,2.324,0.37866,2.424,0.88651,-4.075,0.24139,2,0.93773,13.634,2.934,2.128,3,3,0,0,12,0.0640688,1,0,0,0.46594,2,3,4,1,0,0,0,226.31,-4.029,0,5.123,0.84757,-0.99,2,1,6,0.321,0.351,0.419,0,14283.8,121.49,2.87909588,1
2,0,22.226,2,1.002,0.79222,1.002,0.9848,-2.242,0.63972,2,0.82734,0,1.71,4.972,2,3,4.661,0,6,0.0372253,0,0,0,0.9584,2,3,3,2,0,0,0,106.535,0,0,0,0.84757,-0.885,1,0,5,0.67,0.28,0.248,0,8709.42,67.42,1.942008053,1
2,0,24.841,2,3.94,0.98659,3.94,0.9848,-5.293,0.63972,2,0.93773,0,3.391,2.787,1,3,5.06,0,12,0.183127,0,0,0,0.9929,1,3,3,1,0,0,0,86.5729,0,0,0,0.53315,-0.823,2,0,5,2.104,0.155,0.148,0,15110.3,58.64,3.071513805,1
1,0,12.685,1,3.252,0.98659,3.025,0.23327,-4.745,0.84246,1,0.82734,0,0,3.213,1,1,0,0,5,0.315205,0,0,0,0.99573,1,1,1,1,0,0,0,101.393,0,0,0,0.99269,0.347,0,1,2,1.262,0.216,0.218,0.005,10991.6,57.34,2.465382851,1
1,0,12.43,2,4.6,0.98659,4.603,0.9848,-5.239,0.63972,2,0.93773,0,1.881,0,1,2,0,0,12,0.165829,0,0,1,0.9804,1,1,3,0,0,1,0,107.549,0,1,0,0.63709,0.592,1,1,2,3.901,0.224,0.229,0,14108.7,62.6,1.58546073,1
1,4.56,11.71,1,3.788,0.98659,3.788,0.93048,-4.779,0.84246,1,0.93773,0,3.782,2.63,1,2,5.198,0,11,0.0503047,0,0,0,0.97239,1,2,2,1,0,0,1,78.8342,0,0,0,0.84757,-0.52,2,0,4,1.243,0.139,0.158,-0.541,12288.5,43.26,3.634275695,1
0,0,0,2,2.191,0.14694,2.39,0.88651,-1.79,0.24139,2,0.82734,13.924,0,0,4,0,0,0,6,0.0404228,0,0,0,0.23177,2,0,4,0,0,0,0,276.629,0,2,10.403,0.6885,-0.069,0,2,4,0.702,0.525,0.598,0,11417.7,150.34,2.02325246,1
0,0,0,2,5.327,0.59178,4.278,0.52457,-7,0.63972,2,0.82734,14.877,0,0,0,2,10.687,0,6,0.0747707,0,0,0,0.30512,0,2,6,0,0,0,0,200.005,0,2,0,0.39983,1.622,0,4,4,1.226,0.314,0.301,0,18435.3,139.72,1.892094603,1
2,0,20.96,3,0.588,0.79222,0.588,0.88651,-3.415,0.08169,3,0.47245,36.721,1.448,1.398,2,3,4.31,0,0,0.0372253,0,2.682,0,0.74988,2,4,4,1,1,1,0,153.17,0,0,4.532,0.6885,-3.833,1,0,6,0,0.381,0.377,-4.839,6566.1,93.78,1.913813852,1
1,0,11.653,1,2.812,0.79222,2.812,0.93048,-4.28,0.84246,1,0.93773,26.852,0,4.694,2,1,0,0,12,0.0503047,0,0,0,0.97067,2,1,2,2,0,0,0,114.102,0,0,0,0.87038,-0.69,0,0,4,-2.554,0.242,0.249,0,9798.22,64.92,4.207068582,1
6,0,69.965,6,1.35,0.59178,1.35,0.52457,-3.779,0.84246,0,0.82734,38.44,1.491,0,0,6,0,0,6,0.0571093,3,0,0,0.40815,0,6,6,0,0,0,0,215.553,-13.27,0,0,0.96969,0,3,3,6,-5.137,0.379,0.433,-5.047,13527.4,127.55,3.717836867,1
1,4.255,11.26,1,2.465,0.59178,2.373,0.9848,-4.623,0.84246,1,0.93773,12.79,1.367,0,0,1,0,0,11,0.159195,0,0,0,0.85778,0,2,3,0,0,0,1,140.967,0,0,0,0.99269,-0.225,1,1,3,1.576,0.309,0.324,0,9930.12,81.98,1.380211242,1
1,0,11.161,3,1.428,0.98659,1.428,0.88651,-2.943,0.24139,4,0.47245,0,7.641,3.123,1,1,0,0,0,0.0340808,0,0,0,0.88808,1,1,4,1,0,2,0,127.571,0,1,0,0.87038,1.692,4,1,3,0,0.299,0.321,0.006,8263.92,78.19,1.612783857,1
0,7.301,0,1,1.861,0.98659,1.861,0.72615,-2.749,0.24139,0,0.93773,0,3.566,2.595,1,2,0,0,10,0.0340808,0,7.427,0,0.79746,1,6,5,1,2,1,2,112.048,0,0,0,0.99269,0,2,0,7,2.28,0.417,0.278,0,7483.72,88.81,1.934498451,1
1,7.433,11.674,2,2.466,0.98659,2.421,0.88651,-4.461,0.24139,1,0.93773,0,1.718,2.403,1,1,0,0,11,0.0436704,0,3.841,0,0.73314,1,4,4,1,1,1,2,139.034,0,0,0,0.99269,-0.328,1,1,5,2.348,0.355,0.298,0,12073.7,95.47,1.880813592,1
3,7.347,32.587,3,1.774,0.98659,1.916,0.52457,-3.945,0.08169,1,0.93773,0,1.671,2.31,1,3,0,0,10,0.0469652,0,3.725,0,0.13745,1,4,6,1,1,1,2,254.83,0,0,0,0.96969,-0.408,1,2,8,1.514,0.6,0.546,0,11952.9,169.54,1.33243846,1
1,3.674,11.63,1,1.753,0.98659,1.753,0.93048,-2.9,0.84246,1,0.93773,0,1.769,2.635,1,2,0,0,11,0.0340808,0,0,0,0.99896,1,3,2,1,0,0,1,89.5423,0,0,0,0.87038,-0.191,1,0,4,1.692,0.265,0.23,0,8516.1,55.13,2.504470862,1
2,7.537,25.189,2,5.336,0.59178,5.8,0.9848,-6.88,0.84246,0,0.25672,13.709,2.978,0,0,2,0,0,16,0.0640688,1,0,0,0.79969,0,3,3,0,0,0,2,154.218,-4.178,0,0,0.99269,0,2,2,4,1.473,0.248,0.273,0,17410.6,88.57,1.744292983,1
